BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,11,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,2844.65,DE,99038502,7604210090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM HOLLOW PROF ALLOY OTH,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,12,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,574.15,DE,99038502,7604291090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM PROFILES ALLOY OTHER,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,13,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,1324.9,RO,99038502,7604291090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM PROFILES ALLOY OTHER,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,14,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,5033.97,DE,99038502,7604291090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM PROFILES ALLOY OTHER,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,15,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,2408.53,DE,99038502,7604210090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM HOLLOW PROF ALLOY OTH,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,16,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,2257.17,RO,99038502,7604210090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM HOLLOW PROF ALLOY OTH,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,17,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,1830.32,DE,3926904590,,,,,,,PLSTS GSKTS  WASHERS  OTHE,,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,18,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,198.92,DE,3926904590,,,,,,,PLSTS GSKTS  WASHERS  OTHE,,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,19,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,1090.31,DE,3917230000,,,,,,,PLASTIC TUBES VIN CHL POLY,,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,20,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,331.73,DE,3916901000,,,,,,,PLAST MONOFIL ACRYL POLYME,,,,,,
2615375-1,02293841',VIELER INTERNATIONAL LP,58-255440400,21,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL GMBH + CO. KG,2/10/2026,2/10/2026,1/19/2026,Vessel Non-container,347.39,DE,3917230000,,,,,,,PLASTIC TUBES VIN CHL POLY,,,,,,
